Q1_Age,Q2_Gender,Q3_Country,Q4_Education,Q5_MonthlyIncome,Q6_HouseholdSize,Q7_EmploymentStatus,Q8_SportsCount,Q9_SportsPractised,Q10_HoursPerWeek,Q11_Competitiveness,Q12_SportsIdentity,Q13_SpendLast12Months,Q14_FreqBuyOnline,Q15_FreqBuyStore,Q16_OnlineFactorRanking,Q17_BrandsBought,Q18_MaxDeliveryWindow,Q19_BiggestFrustration,Q20_SatisfactionMultiBrand,Q21_SustainabilityImportance,Q22_CartAbandonDueSplit,Q23_WaitSinglePackage,Q24_IssueRanking,Q25_AppealSingleCart,Q26_InterestAlgoBrand,Q27_LikelihoodBundleDeals,Q28_InterestPersonalDiscount,Q29_AppealEmpathyDelivery,Q30_LikelihoodSustainScore,Q31_PrimaryDownloadDriver,Q32_DeliveryMaxAllBrands,Q33_MinDiscountSwitch,Q34_PremiumMembershipFee,Q35_InstallLikelihoodPct,Q36_RecommendNPS,Q37_EnjoyNewApps,Q38_QualityOverDiscount,Q39_ShareFitnessSocial,Q40_SustainabilityInfluence,Q41_PrimaryMotivation,Q42_FrustrationText,Q43_ChangeDeliveryText,Q44_DeviceType,Q45_CompletionTimeSec,HighIntent
24,Male,UAE,Bachelor’s degree,4226.0,4,Full-time employee,1,Running/Jogging,5.2,3,4,1846.0,Frequently,Rarely,"Price,Speed of delivery,Easy returns,Sustainability,Brand,Customer reviews,Style",Decathlon,More than 2 weeks,Other,5,1,No,Maybe,"High shipping fees,Slow delivery,Poor tracking updates,Split shipments,Limited eco-friendly options",4,3,3,5,4,4,Something else,1–2 weeks,20,73.0,58.8,4,4,5,4,2,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Smartphone,251,0
42,Female,UAE,Bachelor’s degree,8429.0,4,Full-time employee,3,"Gym/Fitness,Swimming,Basketball",7.5,4,3,2750.0,Rarely,Frequently,"Price,Customer reviews,Brand,Sustainability,Speed of delivery,Style,Easy returns","Lululemon,Nike",1–2 weeks,Long delivery times,5,4,No,No,"Limited eco-friendly options,Split shipments,High shipping fees,Slow delivery,Poor tracking updates",3,5,5,2,2,3,Single-cart checkout,2–3 days,25,28.0,94.3,10,2,2,2,3,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,468,1
31,Male,France,Master’s degree,8875.0,4,Full-time employee,1,Cycling,4.2,3,2,3305.0,Frequently,Frequently,"Brand,Easy returns,Sustainability,Speed of delivery,Price,Customer reviews,Style","Decathlon,Local/Other,Under Armour",4–7 days,Lack of sustainability info,3,5,Yes,No,"Split shipments,Slow delivery,Poor tracking updates,High shipping fees,Limited eco-friendly options",4,4,3,4,1,4,Single-cart checkout,1–2 weeks,15,7.0,72.7,9,2,3,2,5,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Tablet,247,1
39,Male,France,Bachelor’s degree,3713.0,3,Full-time employee,1,Gym/Fitness,8.4,5,5,1337.0,Occasionally,Occasionally,"Brand,Sustainability,Speed of delivery,Price,Easy returns,Customer reviews,Style","Lululemon,Decathlon",1–2 weeks,Difficult returns,3,3,No,No,"Poor tracking updates,Slow delivery,Split shipments,High shipping fees,Limited eco-friendly options",4,4,4,2,1,5,Single-cart checkout,No preference,25,113.0,88.2,9,2,5,3,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,255,1
31,Prefer not to say,Brazil,Master’s degree,3552.0,4,Part-time employee,1,Running/Jogging,3.2,3,3,3036.0,Frequently,Frequently,"Sustainability,Price,Brand,Customer reviews,Style,Speed of delivery,Easy returns",Lululemon,4–7 days,Lack of sustainability info,4,3,Yes,Yes,"Split shipments,High shipping fees,Slow delivery,Poor tracking updates,Limited eco-friendly options",3,5,3,4,5,4,Product sustainability information,2–3 days,5,18.0,97.5,8,4,4,3,4,Socialising / community,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,479,1
46,Male,France,Bachelor’s degree,5390.0,2,"Unemployed, looking for work",1,Cycling,2.0,4,3,1842.0,Occasionally,Rarely,"Price,Sustainability,Brand,Speed of delivery,Easy returns,Customer reviews,Style","Decathlon,Puma",2–3 days,Long delivery times,3,4,No,No,"Slow delivery,Split shipments,Poor tracking updates,High shipping fees,Limited eco-friendly options",4,3,4,3,3,5,Single-cart checkout,2–3 days,5,43.0,85.4,8,3,4,5,5,Socialising / community,Shipping costs are high.,Offer faster standard shipping.,Laptop or desktop computer,440,1
44,Female,US,Bachelor’s degree,6336.0,6,Part-time employee,1,Running/Jogging,5.2,2,3,1929.0,Occasionally,Frequently,"Sustainability,Price,Brand,Easy returns,Speed of delivery,Customer reviews,Style","Decathlon,Lululemon,Under Armour,Puma",2–3 days,Other,1,4,Yes,Maybe,"Split shipments,Slow delivery,Poor tracking updates,High shipping fees,Limited eco-friendly options",3,2,5,3,4,5,Single-cart checkout,More than 2 weeks,15,52.0,87.7,8,4,3,4,5,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,156,1
28,Non-binary / gender-diverse,Australia,Bachelor’s degree,3905.0,5,Full-time employee,3,"Cycling,Running/Jogging,Basketball",6.1,1,1,5188.0,Always,Always,"Customer reviews,Price,Brand,Speed of delivery,Sustainability,Style,Easy returns","Under Armour,Local/Other,Nike,Decathlon",4–7 days,Long delivery times,4,1,Yes,Yes,"High shipping fees,Poor tracking updates,Split shipments,Slow delivery,Limited eco-friendly options",3,3,1,3,4,3,Product sustainability information,1–2 weeks,10,46.0,100.0,10,4,3,3,4,Appearance / aesthetics,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,206,1
38,Male,India,Master’s degree,9117.0,4,"Unemployed, looking for work",1,Cycling,4.2,3,2,1914.0,Rarely,Always,"Brand,Sustainability,Customer reviews,Speed of delivery,Price,Easy returns,Style",Decathlon,2–3 days,Difficult returns,3,5,Yes,Maybe,"High shipping fees,Poor tracking updates,Split shipments,Limited eco-friendly options,Slow delivery",3,1,5,3,4,4,Personalised offers & discounts,1–2 weeks,15,15.0,88.9,8,5,2,1,3,Overall health,Shipping costs are high.,Offer faster standard shipping.,Smartphone,326,1
35,Male,UK,High-school diploma / equivalent,6114.0,5,Student,1,Gym/Fitness,3.5,4,3,6584.0,Frequently,Occasionally,"Price,Sustainability,Style,Customer reviews,Speed of delivery,Brand,Easy returns",Local/Other,2–3 days,Limited sizing,1,5,No,No,"Poor tracking updates,Slow delivery,High shipping fees,Split shipments,Limited eco-friendly options",5,2,1,5,4,4,Personalised offers & discounts,No preference,10,59.0,70.7,9,5,3,2,2,Socialising / community,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,340,1
41,Male,UAE,High-school diploma / equivalent,5542.0,4,Full-time employee,3,"Football/Soccer,Swimming,Yoga/Pilates",7.5,2,3,4098.0,Always,Occasionally,"Price,Brand,Easy returns,Speed of delivery,Sustainability,Customer reviews,Style","Puma,Local/Other",1–2 weeks,Difficult returns,1,4,Yes,Yes,"High shipping fees,Limited eco-friendly options,Slow delivery,Split shipments,Poor tracking updates",5,5,1,5,3,2,Single-cart checkout,1–2 weeks,30+,51.0,100.0,10,4,4,4,5,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,290,1
22,Male,Brazil,Doctorate / professional,2546.0,4,Full-time employee,0,,4.1,3,3,3762.0,Frequently,Frequently,"Customer reviews,Brand,Price,Sustainability,Easy returns,Style,Speed of delivery","Adidas,Lululemon,Under Armour,Decathlon",2–3 days,Long delivery times,5,2,Yes,No,"Slow delivery,High shipping fees,Limited eco-friendly options,Poor tracking updates,Split shipments",4,5,5,5,5,4,Product sustainability information,4–7 days,25,16.0,94.2,7,5,4,5,5,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,258,0
35,Male,Brazil,High-school diploma / equivalent,3049.0,5,Self-employed / freelancer,4,"Gym/Fitness,Cycling,Yoga/Pilates,Swimming",12.5,2,1,3182.0,Always,Occasionally,"Speed of delivery,Brand,Sustainability,Price,Customer reviews,Easy returns,Style","Decathlon,Local/Other,Nike,Adidas",2–3 days,Difficult returns,3,4,Yes,No,"Slow delivery,Limited eco-friendly options,High shipping fees,Split shipments,Poor tracking updates",4,4,4,2,5,2,Personalised offers & discounts,4–7 days,30+,6.0,100.0,10,1,4,5,4,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Other,198,1
38,Female,India,Bachelor’s degree,5939.0,4,Part-time employee,4,"Basketball,Running/Jogging,Cycling,Gym/Fitness",10.4,1,2,3133.0,Rarely,Occasionally,"Customer reviews,Sustainability,Brand,Price,Speed of delivery,Easy returns,Style","Local/Other,Puma",2–3 days,Lack of sustainability info,3,2,Yes,Yes,"Poor tracking updates,Slow delivery,Split shipments,High shipping fees,Limited eco-friendly options",2,5,2,3,4,5,Flexible delivery,2–3 days,25,48.0,100.0,10,1,3,5,2,Socialising / community,Sizing charts are confusing.,Offer faster standard shipping.,Tablet,308,1
16,Male,Australia,Bachelor’s degree,1801.0,5,Student,1,Yoga/Pilates,5.8,3,2,847.0,Occasionally,Always,"Sustainability,Brand,Style,Customer reviews,Easy returns,Price,Speed of delivery","Lululemon,Under Armour,Decathlon",4–7 days,Long delivery times,5,4,No,No,"Split shipments,High shipping fees,Slow delivery,Limited eco-friendly options,Poor tracking updates",4,2,5,4,5,5,Product sustainability information,4–7 days,30+,85.0,100.0,10,4,5,3,4,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Tablet,227,1
21,Female,UK,Bachelor’s degree,6706.0,3,Self-employed / freelancer,1,Swimming,4.3,5,5,1922.0,Occasionally,Occasionally,"Brand,Sustainability,Easy returns,Price,Customer reviews,Speed of delivery,Style",Under Armour,2–3 days,Other,3,1,Yes,No,"Poor tracking updates,Slow delivery,Split shipments,High shipping fees,Limited eco-friendly options",3,4,4,5,2,2,Single-cart checkout,4–7 days,15,25.0,69.2,6,4,3,5,3,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,229,0
16,Prefer not to say,Canada,Bachelor’s degree,3968.0,6,Part-time employee,1,Gym/Fitness,6.8,2,1,2305.0,Never,Occasionally,"Price,Customer reviews,Speed of delivery,Style,Sustainability,Brand,Easy returns",Decathlon,4–7 days,Limited sizing,2,4,No,Yes,"High shipping fees,Slow delivery,Split shipments,Poor tracking updates,Limited eco-friendly options",4,3,2,4,2,4,Personalised offers & discounts,2–3 days,15,96.0,90.3,9,5,2,2,3,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,413,1
28,Female,France,High-school diploma / equivalent,17624.0,5,Other,3,"Gym/Fitness,Swimming,Basketball",7.0,3,3,4771.0,Occasionally,Never,"Customer reviews,Brand,Style,Speed of delivery,Price,Sustainability,Easy returns",Under Armour,2–3 days,Limited sizing,4,3,No,Yes,"Slow delivery,Split shipments,Limited eco-friendly options,High shipping fees,Poor tracking updates",5,3,5,3,4,4,Single-cart checkout,No preference,10,15.0,100.0,10,4,5,5,5,Overall health,Shipping costs are high.,Offer faster standard shipping.,Other,295,1
36,Female,Germany,Bachelor’s degree,13114.0,3,Full-time employee,2,"Swimming,Running/Jogging",8.3,5,4,5892.0,Occasionally,Never,"Sustainability,Price,Speed of delivery,Customer reviews,Brand,Easy returns,Style","Decathlon,Lululemon,Puma,Local/Other",4–7 days,Difficult returns,2,5,No,Yes,"Poor tracking updates,Split shipments,High shipping fees,Limited eco-friendly options,Slow delivery",1,3,4,5,5,5,Single-cart checkout,2–3 days,20,92.0,64.9,7,5,4,2,3,Socialising / community,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,247,0
42,Male,Brazil,Bachelor’s degree,5119.0,4,Full-time employee,2,"Cycling,Gym/Fitness",8.5,4,3,5600.0,Frequently,Never,"Brand,Price,Speed of delivery,Sustainability,Easy returns,Customer reviews,Style",Adidas,2–3 days,Difficult returns,2,4,No,Yes,"Split shipments,Limited eco-friendly options,Poor tracking updates,Slow delivery,High shipping fees",4,4,3,2,3,4,Single-cart checkout,4–7 days,25,40.0,81.8,5,5,5,3,4,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,143,0
31,Female,France,Bachelor’s degree,4757.0,5,Student,3,"Yoga/Pilates,Football/Soccer,Running/Jogging",14.7,4,5,10009.0,Always,Always,"Sustainability,Brand,Price,Speed of delivery,Easy returns,Customer reviews,Style",Adidas,More than 2 weeks,Difficult returns,5,5,Yes,Maybe,"Limited eco-friendly options,Split shipments,High shipping fees,Slow delivery,Poor tracking updates",4,2,5,5,4,3,Flexible delivery,1–2 weeks,15,20.0,100.0,9,2,3,4,4,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Laptop or desktop computer,333,1
43,Female,France,High-school diploma / equivalent,8270.0,5,Full-time employee,1,Football/Soccer,2.5,2,1,1457.0,Rarely,Occasionally,"Brand,Sustainability,Price,Speed of delivery,Style,Customer reviews,Easy returns","Puma,Local/Other",4–7 days,Other,3,3,Yes,Yes,"High shipping fees,Split shipments,Poor tracking updates,Slow delivery,Limited eco-friendly options",3,2,4,5,1,3,Single-cart checkout,1–2 weeks,15,57.0,72.5,9,4,5,2,5,Appearance / aesthetics,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,457,1
19,Male,US,Bachelor’s degree,8645.0,5,Student,3,"Football/Soccer,Yoga/Pilates,Cycling",15.3,3,3,4619.0,Occasionally,Occasionally,"Customer reviews,Price,Style,Sustainability,Brand,Easy returns,Speed of delivery","Lululemon,Adidas",4–7 days,Lack of sustainability info,4,1,No,No,"High shipping fees,Poor tracking updates,Split shipments,Limited eco-friendly options,Slow delivery",4,4,4,5,5,3,Personalised offers & discounts,1–2 weeks,15,75.0,64.6,8,5,2,3,4,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,192,0
16,Male,Australia,High-school diploma / equivalent,2195.0,6,Retired,2,"Yoga/Pilates,Cycling",9.5,3,4,1795.0,Occasionally,Frequently,"Sustainability,Brand,Speed of delivery,Price,Easy returns,Style,Customer reviews","Under Armour,Local/Other,Decathlon,Lululemon",4–7 days,Limited sizing,3,3,No,No,"Poor tracking updates,Slow delivery,High shipping fees,Limited eco-friendly options,Split shipments",4,4,5,2,5,5,Single-cart checkout,4–7 days,5,93.0,79.8,5,4,5,3,2,Socialising / community,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,340,0
30,Female,Germany,Bachelor’s degree,2405.0,3,Self-employed / freelancer,2,"Running/Jogging,Cycling",11.7,3,3,4832.0,Occasionally,Frequently,"Easy returns,Price,Brand,Sustainability,Customer reviews,Style,Speed of delivery",Puma,4–7 days,Long delivery times,3,1,Yes,Yes,"Split shipments,High shipping fees,Slow delivery,Poor tracking updates,Limited eco-friendly options",5,3,5,4,3,4,Flexible delivery,No preference,20,57.0,100.0,10,3,3,4,4,Overall health,Shipping costs are high.,Offer faster standard shipping.,Smartphone,471,1
33,Male,Canada,High-school diploma / equivalent,3947.0,4,Part-time employee,3,"Yoga/Pilates,Swimming,Cycling",11.8,4,4,15983.0,Frequently,Frequently,"Easy returns,Sustainability,Price,Customer reviews,Speed of delivery,Brand,Style","Decathlon,Under Armour,Adidas",2–3 days,Long delivery times,3,2,No,Maybe,"High shipping fees,Poor tracking updates,Limited eco-friendly options,Split shipments,Slow delivery",2,2,3,4,5,5,Personalised offers & discounts,4–7 days,15,19.0,100.0,10,3,2,4,3,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,259,1
30,Male,UAE,High-school diploma / equivalent,6205.0,4,Full-time employee,2,"Running/Jogging,Swimming",6.1,3,4,1565.0,Occasionally,Occasionally,"Sustainability,Brand,Customer reviews,Price,Easy returns,Speed of delivery,Style","Decathlon,Local/Other",4–7 days,Limited sizing,2,4,No,Maybe,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",4,5,5,3,2,4,Product sustainability information,1–2 weeks,25,18.0,91.0,10,4,2,2,4,Appearance / aesthetics,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,224,1
16,Male,US,Master’s degree,5156.0,4,Full-time employee,1,Yoga/Pilates,7.3,1,1,4389.0,Never,Frequently,"Easy returns,Price,Sustainability,Customer reviews,Brand,Speed of delivery,Style","Nike,Puma,Adidas,Local/Other",4–7 days,Other,3,4,No,Maybe,"Slow delivery,High shipping fees,Poor tracking updates,Split shipments,Limited eco-friendly options",5,2,3,4,4,4,Personalised offers & discounts,No preference,30+,29.0,84.7,9,4,4,1,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,264,1
29,Male,France,Bachelor’s degree,7464.0,3,Full-time employee,1,Cycling,4.7,5,4,5651.0,Frequently,Rarely,"Brand,Price,Easy returns,Customer reviews,Speed of delivery,Sustainability,Style","Puma,Lululemon",4–7 days,Difficult returns,3,1,No,Yes,"Poor tracking updates,Split shipments,Limited eco-friendly options,High shipping fees,Slow delivery",4,4,4,4,2,5,Single-cart checkout,2–3 days,5,16.0,67.6,10,1,3,5,3,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,336,0
20,Female,France,Master’s degree,2737.0,4,Part-time employee,2,"Football/Soccer,Cycling",7.8,3,4,1936.0,Always,Never,"Brand,Speed of delivery,Price,Easy returns,Customer reviews,Sustainability,Style","Puma,Decathlon,Lululemon,Adidas",1 day,High prices,3,3,No,Yes,"Poor tracking updates,High shipping fees,Limited eco-friendly options,Split shipments,Slow delivery",4,2,5,3,3,5,Flexible delivery,No preference,30+,87.0,100.0,10,5,5,4,3,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,389,1
35,Female,Germany,Doctorate / professional,2043.0,3,Self-employed / freelancer,0,,1.7,5,4,2454.0,Frequently,Rarely,"Style,Price,Sustainability,Customer reviews,Speed of delivery,Brand,Easy returns","Decathlon,Under Armour,Adidas",1 day,Difficult returns,4,4,No,Yes,"High shipping fees,Limited eco-friendly options,Split shipments,Slow delivery,Poor tracking updates",3,4,5,3,3,3,Personalised offers & discounts,1–2 weeks,30+,21.0,88.5,9,5,5,4,2,Stress relief / mental health,Shipping costs are high.,Make packaging eco-friendly.,Laptop or desktop computer,272,1
33,Female,Germany,Bachelor’s degree,7135.0,7,Self-employed / freelancer,4,"Swimming,Running/Jogging,Basketball,Cycling",10.6,3,2,4216.0,Frequently,Rarely,"Customer reviews,Brand,Speed of delivery,Price,Sustainability,Easy returns,Style","Under Armour,Nike",2–3 days,Other,2,3,Yes,Yes,"Split shipments,Slow delivery,Poor tracking updates,High shipping fees,Limited eco-friendly options",2,4,3,2,3,3,Personalised offers & discounts,4–7 days,20,48.0,100.0,9,5,5,5,3,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,388,1
22,Male,Germany,High-school diploma / equivalent,3247.0,5,Full-time employee,1,Basketball,7.8,1,1,2492.0,Rarely,Occasionally,"Price,Sustainability,Speed of delivery,Brand,Customer reviews,Easy returns,Style","Under Armour,Nike,Decathlon,Adidas",2–3 days,Limited sizing,3,5,No,No,"High shipping fees,Split shipments,Slow delivery,Limited eco-friendly options,Poor tracking updates",5,5,4,5,5,2,Personalised offers & discounts,4–7 days,25,21.0,72.6,6,5,5,4,4,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Smartphone,412,0
26,Male,France,Bachelor’s degree,2104.0,3,Full-time employee,2,"Football/Soccer,Running/Jogging",8.9,3,3,2746.0,Occasionally,Frequently,"Price,Brand,Speed of delivery,Easy returns,Customer reviews,Style,Sustainability",Nike,1–2 weeks,Lack of sustainability info,4,2,Yes,Yes,"High shipping fees,Slow delivery,Split shipments,Poor tracking updates,Limited eco-friendly options",2,3,4,5,4,5,Flexible delivery,No preference,0,48.0,98.7,9,2,5,3,4,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Other,385,1
22,Female,Brazil,Master’s degree,4792.0,2,Student,2,"Gym/Fitness,Running/Jogging",10.0,3,2,3089.0,Occasionally,Rarely,"Sustainability,Speed of delivery,Price,Style,Brand,Customer reviews,Easy returns","Puma,Nike,Under Armour",2–3 days,Difficult returns,3,3,Yes,Yes,"Poor tracking updates,Split shipments,High shipping fees,Slow delivery,Limited eco-friendly options",5,1,2,5,3,5,Single-cart checkout,2–3 days,30+,167.0,100.0,10,4,5,4,3,Overall health,Shipping costs are high.,Offer faster standard shipping.,Smartphone,192,1
29,Male,UK,Bachelor’s degree,6682.0,5,Full-time employee,0,,1.2,2,3,4060.0,Occasionally,Frequently,"Brand,Sustainability,Easy returns,Customer reviews,Price,Speed of delivery,Style","Under Armour,Adidas,Puma,Decathlon",2–3 days,Long delivery times,5,2,No,Maybe,"Poor tracking updates,Limited eco-friendly options,High shipping fees,Split shipments,Slow delivery",2,5,5,1,4,2,Single-cart checkout,4–7 days,15,14.0,60.6,5,2,5,5,5,Socialising / community,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,243,0
38,Male,France,High-school diploma / equivalent,5055.0,5,Full-time employee,3,"Swimming,Cycling,Football/Soccer",6.3,3,2,4277.0,Always,Rarely,"Price,Customer reviews,Sustainability,Easy returns,Style,Speed of delivery,Brand","Nike,Under Armour,Decathlon",4–7 days,Lack of sustainability info,4,2,No,Yes,"High shipping fees,Slow delivery,Split shipments,Poor tracking updates,Limited eco-friendly options",3,4,5,4,4,3,Flexible delivery,1–2 weeks,30+,88.0,100.0,10,5,5,4,4,Socialising / community,Shipping costs are high.,Offer faster standard shipping.,Smartphone,219,1
22,Female,US,Bachelor’s degree,3765.0,3,Student,3,"Running/Jogging,Cycling,Yoga/Pilates",12.2,3,2,2966.0,Frequently,Rarely,"Speed of delivery,Brand,Sustainability,Price,Customer reviews,Easy returns,Style","Local/Other,Under Armour,Decathlon",1–2 weeks,Limited sizing,5,5,No,Yes,"Split shipments,Slow delivery,Limited eco-friendly options,Poor tracking updates,High shipping fees",3,5,5,3,5,4,Single-cart checkout,1–2 weeks,15,37.0,100.0,8,5,3,4,5,Appearance / aesthetics,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,380,1
34,Male,Australia,Master’s degree,4796.0,7,Part-time employee,2,"Swimming,Yoga/Pilates",10.1,3,3,3795.0,Rarely,Occasionally,"Style,Brand,Sustainability,Speed of delivery,Price,Easy returns,Customer reviews","Decathlon,Nike,Adidas,Lululemon",4–7 days,High prices,3,3,Yes,Maybe,"High shipping fees,Limited eco-friendly options,Split shipments,Poor tracking updates,Slow delivery",4,5,4,4,4,4,Personalised offers & discounts,2–3 days,25,57.0,100.0,10,3,3,4,5,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,132,1
26,Female,Canada,Master’s degree,4068.0,4,Full-time employee,1,Football/Soccer,6.4,2,2,614.0,Occasionally,Always,"Price,Brand,Customer reviews,Sustainability,Speed of delivery,Easy returns,Style",Adidas,2–3 days,Difficult returns,5,4,Yes,Maybe,"Split shipments,High shipping fees,Poor tracking updates,Limited eco-friendly options,Slow delivery",5,4,3,4,5,4,Single-cart checkout,2–3 days,15,44.0,89.0,10,4,4,4,5,Socialising / community,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,139,1
24,Male,UAE,High-school diploma / equivalent,2694.0,1,"Unemployed, looking for work",1,Yoga/Pilates,6.8,3,2,1531.0,Occasionally,Frequently,"Price,Sustainability,Style,Customer reviews,Speed of delivery,Easy returns,Brand","Decathlon,Nike",2–3 days,Lack of sustainability info,4,3,Yes,Yes,"High shipping fees,Slow delivery,Split shipments,Poor tracking updates,Limited eco-friendly options",5,5,5,5,3,5,Single-cart checkout,1–2 weeks,15,18.0,65.0,7,3,2,1,5,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,147,0
29,Male,Canada,Bachelor’s degree,3656.0,4,Full-time employee,1,Gym/Fitness,7.7,2,1,6499.0,Frequently,Always,"Brand,Easy returns,Price,Sustainability,Speed of delivery,Customer reviews,Style","Decathlon,Adidas",2–3 days,Lack of sustainability info,4,4,Yes,Yes,"Slow delivery,Limited eco-friendly options,Split shipments,High shipping fees,Poor tracking updates",3,4,3,3,3,5,Personalised offers & discounts,4–7 days,30+,18.0,100.0,10,3,3,3,4,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,234,1
22,Male,France,High-school diploma / equivalent,5570.0,2,Other,1,Gym/Fitness,6.4,3,3,2450.0,Occasionally,Frequently,"Price,Brand,Sustainability,Speed of delivery,Easy returns,Customer reviews,Style","Decathlon,Adidas,Lululemon,Under Armour",2–3 days,Long delivery times,5,5,No,Yes,"Split shipments,Poor tracking updates,High shipping fees,Slow delivery,Limited eco-friendly options",1,4,1,1,4,2,Flexible delivery,2–3 days,20,13.0,84.2,7,4,5,4,4,Competition / performance,Shipping costs are high.,Offer faster standard shipping.,Smartphone,326,0
26,Non-binary / gender-diverse,US,High-school diploma / equivalent,5366.0,3,Full-time employee,2,"Cycling,Basketball",9.1,1,1,2588.0,Occasionally,Frequently,"Brand,Style,Customer reviews,Speed of delivery,Easy returns,Price,Sustainability","Decathlon,Nike,Puma",2–3 days,Difficult returns,4,5,Yes,Maybe,"Split shipments,Slow delivery,Limited eco-friendly options,Poor tracking updates,High shipping fees",4,4,5,5,4,3,Personalised offers & discounts,2–3 days,25,122.0,87.2,8,5,4,3,5,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,396,1
20,Female,France,Master’s degree,4731.0,4,Full-time employee,4,"Football/Soccer,Gym/Fitness,Swimming,Basketball",13.6,1,1,6122.0,Frequently,Frequently,"Sustainability,Price,Brand,Easy returns,Speed of delivery,Style,Customer reviews","Nike,Decathlon,Under Armour",2–3 days,High prices,5,1,Yes,Maybe,"Split shipments,High shipping fees,Slow delivery,Limited eco-friendly options,Poor tracking updates",4,4,5,5,4,3,Single-cart checkout,1–2 weeks,20,17.0,92.9,8,2,4,5,3,Appearance / aesthetics,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,311,1
46,Female,Australia,High-school diploma / equivalent,3829.0,3,"Unemployed, looking for work",2,"Running/Jogging,Cycling",7.8,2,1,6056.0,Occasionally,Frequently,"Speed of delivery,Brand,Easy returns,Customer reviews,Sustainability,Style,Price","Lululemon,Decathlon,Under Armour,Local/Other",1–2 weeks,Lack of sustainability info,3,5,Yes,Yes,"High shipping fees,Poor tracking updates,Split shipments,Slow delivery,Limited eco-friendly options",3,4,4,4,4,3,Single-cart checkout,4–7 days,30+,52.0,94.6,9,3,5,2,3,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,136,1
30,Female,Brazil,High-school diploma / equivalent,4571.0,4,Full-time employee,3,"Gym/Fitness,Running/Jogging,Basketball",9.3,2,3,11458.0,Rarely,Rarely,"Easy returns,Customer reviews,Brand,Price,Style,Speed of delivery,Sustainability",Local/Other,1 day,Long delivery times,4,3,No,Yes,"Slow delivery,Limited eco-friendly options,High shipping fees,Split shipments,Poor tracking updates",3,5,1,2,4,5,Something else,More than 2 weeks,25,46.0,100.0,10,3,4,2,2,Overall health,Shipping costs are high.,Offer faster standard shipping.,Laptop or desktop computer,317,1
24,Male,UAE,Less than high-school,1934.0,4,Self-employed / freelancer,2,"Basketball,Football/Soccer",8.8,3,4,2637.0,Never,Occasionally,"Price,Style,Customer reviews,Brand,Sustainability,Easy returns,Speed of delivery","Adidas,Decathlon",2–3 days,Difficult returns,3,3,Yes,Maybe,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",3,4,3,4,5,3,Single-cart checkout,2–3 days,5,253.0,35.4,5,2,4,2,3,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,229,0
